host_experience_years,description_length,num_amenities,bathrooms,bedrooms,beds,neighbourhood_group_cleansed,room_type,price
7.8493150684931505,508,24,1.0,1.0,1.0,Queens,Private room,39.0
11.210958904109589,55,10,1.0,1.0,2.0,Brooklyn,Entire home/apt,160.00000000000003
,509,43,1.0,1.0,1.0,Brooklyn,Private room,123.00000000000003
10.613698630136986,462,43,1.0,1.0,3.0,Brooklyn,Entire home/apt,114.99999999999999
12.728767123287671,530,18,2.0,5.0,1.0,Queens,Private room,46.999999999999986
11.186301369863013,384,42,1.0,1.0,1.0,Brooklyn,Entire home/apt,215.00000000000006
13.024657534246575,177,9,1.0,2.0,2.0,Brooklyn,Entire home/apt,179.0
7.079452054794521,362,25,1.0,1.0,1.0,Brooklyn,Private room,97.00000000000003
14.775342465753425,33,8,1.0,1.0,1.0,Brooklyn,Private room,94.99999999999999
12.76986301369863,436,49,1.0,3.0,4.0,Brooklyn,Entire home/apt,312.9999999999999
9.827397260273973,466,42,1.0,1.0,1.0,Brooklyn,Private room,195.00000000000009
8.367123287671232,238,44,2.0,2.0,2.0,Queens,Entire home/apt,141.99999999999994
7.4,421,47,1.5,1.0,1.0,Brooklyn,Private room,107.99999999999997
1.252054794520548,525,22,1.0,1.0,1.0,Manhattan,Private room,273.00000000000006
5.884931506849315,376,19,1.0,1.0,1.0,Manhattan,Private room,188.00000000000006
13.947945205479453,235,30,1.0,1.0,1.0,Brooklyn,Private room,42.99999999999999
10.868493150684932,323,52,1.0,0.0,2.0,Brooklyn,Entire home/apt,148.0
0.9616438356164384,496,24,0.0,1.0,2.0,Manhattan,Entire home/apt,135.00000000000006
5.3780821917808215,488,56,2.0,2.0,4.0,Brooklyn,Entire home/apt,814.0000000000001
2.7726027397260276,308,10,2.0,2.0,2.0,Queens,Private room,43.99999999999999
5.698630136986301,440,49,1.0,0.0,2.0,Brooklyn,Entire home/apt,81.00000000000001
5.005479452054795,493,11,1.0,1.0,1.0,Staten Island,Private room,81.00000000000001
2.2684931506849315,87,9,1.0,1.0,1.0,Bronx,Private room,69.00000000000003
11.682191780821919,247,19,1.0,1.0,1.0,Brooklyn,Entire home/apt,89.99999999999997
3.175342465753425,338,47,1.0,1.0,1.0,Brooklyn,Private room,60.00000000000001
5.054794520547945,59,5,1.0,1.0,1.0,Queens,Private room,80.00000000000003
8.997260273972604,500,62,1.0,1.0,1.0,Brooklyn,Private room,75.0
8.490410958904109,0,37,1.0,1.0,1.0,Brooklyn,Entire home/apt,180.00000000000006
10.016438356164384,498,42,1.0,1.0,1.0,Manhattan,Entire home/apt,165.00000000000006
11.745205479452055,502,53,1.0,1.0,1.0,Brooklyn,Private room,196.0
6.838356164383562,67,36,1.0,1.0,1.0,Brooklyn,Entire home/apt,292.99999999999994
9.586301369863014,493,70,2.5,3.0,7.0,Brooklyn,Entire home/apt,344.99999999999983
6.750684931506849,145,42,1.0,1.0,1.0,Manhattan,Entire home/apt,150.0
11.487671232876712,509,30,1.0,1.0,1.0,Brooklyn,Private room,58.999999999999986
1.4657534246575343,254,28,1.0,1.0,2.0,Manhattan,Private room,298.99999999999994
6.961643835616439,493,39,1.0,1.0,1.0,Manhattan,Entire home/apt,140.00000000000003
6.317808219178082,66,23,1.0,1.0,1.0,Manhattan,Private room,55.00000000000002
6.372602739726028,481,45,2.5,2.0,2.0,Manhattan,Private room,1082.0
10.76986301369863,497,55,1.0,1.0,2.0,Brooklyn,Entire home/apt,78.0
15.306849315068494,257,5,1.0,1.0,1.0,Manhattan,Private room,125.99999999999999
8.378082191780821,224,32,1.0,1.0,1.0,Manhattan,Entire home/apt,397.0
8.810958904109588,482,32,2.0,1.0,1.0,Brooklyn,Private room,45.0
8.331506849315069,495,42,3.0,3.0,6.0,Manhattan,Entire home/apt,299.9999999999999
3.665753424657534,359,6,1.0,1.0,0.0,Brooklyn,Private room,45.99999999999999
6.567123287671233,463,22,1.0,1.0,2.0,Manhattan,Private room,415.0
12.657534246575343,505,22,2.0,2.0,3.0,Manhattan,Entire home/apt,246.00000000000006
3.9972602739726026,0,1,1.0,0.0,1.0,Manhattan,Entire home/apt,170.00000000000006
8.378082191780821,280,29,1.0,1.0,1.0,Manhattan,Entire home/apt,330.0
13.665753424657535,222,10,1.0,1.0,1.0,Manhattan,Private room,99.00000000000004
5.7315068493150685,336,17,1.5,1.0,1.0,Queens,Private room,60.00000000000001
9.594520547945205,501,36,1.0,1.0,1.0,Manhattan,Private room,52.00000000000001
13.128767123287671,410,17,1.5,1.0,1.0,Brooklyn,Private room,47.99999999999999
2.361643835616438,490,22,1.0,1.0,2.0,Brooklyn,Entire home/apt,89.99999999999997
1.726027397260274,475,12,1.0,2.0,3.0,Brooklyn,Entire home/apt,279.9999999999999
1.2356164383561643,411,26,2.0,1.0,1.0,Brooklyn,Private room,53.00000000000001
11.068493150684931,493,59,2.0,3.0,2.0,Brooklyn,Entire home/apt,244.99999999999991
1.5726027397260274,110,14,4.0,3.0,4.0,Brooklyn,Private room,479.99999999999994
4.410958904109589,519,42,1.0,0.0,1.0,Manhattan,Entire home/apt,165.00000000000006
5.7315068493150685,458,20,1.0,1.0,1.0,Queens,Private room,61.99999999999999
8.926027397260274,328,7,1.0,1.0,1.0,Manhattan,Entire home/apt,400.00000000000006
2.8219178082191783,488,53,1.0,1.0,1.0,Brooklyn,Private room,69.00000000000003
0.1780821917808219,500,12,3.0,3.0,6.0,Brooklyn,Entire home/apt,320.0
8.378082191780821,306,30,1.0,1.0,1.0,Manhattan,Entire home/apt,249.9999999999999
13.180821917808219,500,39,1.0,1.0,1.0,Brooklyn,Private room,80.00000000000003
9.895890410958904,366,28,1.0,1.0,1.0,Manhattan,Entire home/apt,81.00000000000001
8.704109589041096,395,35,1.0,1.0,1.0,Brooklyn,Private room,89.0
9.38082191780822,408,16,1.0,2.0,1.0,Manhattan,Entire home/apt,150.0
1.1917808219178083,478,7,1.0,0.0,1.0,Manhattan,Entire home/apt,93.0
11.553424657534247,496,37,1.0,0.0,1.0,Manhattan,Entire home/apt,89.99999999999997
0.4575342465753425,59,17,1.0,2.0,2.0,Manhattan,Entire home/apt,376.00000000000006
14.178082191780822,0,25,1.0,1.0,1.0,Brooklyn,Hotel room,184.00000000000009
9.38082191780822,59,12,1.0,1.0,1.0,Manhattan,Entire home/apt,100.00000000000003
9.38082191780822,59,16,1.0,2.0,2.0,Manhattan,Entire home/apt,150.0
3.180821917808219,319,36,1.0,1.0,1.0,Manhattan,Entire home/apt,246.00000000000006
7.96986301369863,524,37,1.0,1.0,1.0,Queens,Private room,55.00000000000002
8.378082191780821,283,32,1.0,0.0,1.0,Manhattan,Entire home/apt,249.9999999999999
9.712328767123287,412,50,1.0,1.0,1.0,Brooklyn,Entire home/apt,193.0
2.6465753424657534,197,42,1.0,1.0,1.0,Manhattan,Private room,135.00000000000006
11.487671232876712,518,28,1.0,2.0,2.0,Brooklyn,Entire home/apt,77.0
4.808219178082192,517,15,2.5,3.0,6.0,Staten Island,Entire home/apt,170.00000000000006
8.868493150684932,473,16,1.0,2.0,3.0,Manhattan,Entire home/apt,298.99999999999994
0.8876712328767123,86,6,2.0,3.0,3.0,Manhattan,Entire home/apt,533.9999999999999
7.46027397260274,405,29,1.0,1.0,1.0,Manhattan,Entire home/apt,196.0
12.728767123287671,379,13,1.0,4.0,1.0,Brooklyn,Private room,39.0
3.1561643835616437,434,34,1.5,2.0,2.0,Manhattan,Entire home/apt,257.9999999999999
5.531506849315068,416,12,1.0,2.0,2.0,Manhattan,Entire home/apt,96.0
12.397260273972602,0,38,2.0,3.0,3.0,Queens,Entire home/apt,351.9999999999999
10.169863013698631,307,57,3.0,3.0,3.0,Brooklyn,Private room,292.0000000000001
14.052054794520547,514,40,2.0,1.0,1.0,Brooklyn,Private room,94.99999999999999
9.96986301369863,0,12,1.0,,1.0,Manhattan,Entire home/apt,249.9999999999999
1.8794520547945206,363,20,1.0,1.0,1.0,Manhattan,Private room,183.00000000000006
6.109589041095891,223,35,2.0,3.0,3.0,Brooklyn,Private room,48.99999999999999
11.123287671232877,52,9,1.0,1.0,1.0,Manhattan,Entire home/apt,100.00000000000003
3.936986301369863,183,40,1.0,1.0,1.0,Queens,Entire home/apt,116.00000000000003
2.221917808219178,496,48,1.0,1.0,1.0,Manhattan,Entire home/apt,475.00000000000017
11.476712328767123,247,26,1.0,1.0,1.0,Brooklyn,Entire home/apt,249.9999999999999
11.534246575342467,86,38,1.0,3.0,3.0,Brooklyn,Entire home/apt,112.00000000000003
11.476712328767123,44,13,1.0,1.0,2.0,Brooklyn,Entire home/apt,84.99999999999997
10.553424657534247,485,28,1.0,0.0,1.0,Manhattan,Entire home/apt,179.0
15.257534246575343,0,43,1.0,1.0,4.0,Manhattan,Entire home/apt,148.99999999999997
8.693150684931506,508,49,1.0,1.0,1.0,Manhattan,Entire home/apt,258.99999999999994
7.0,0,22,1.0,1.0,1.0,Bronx,Private room,40.00000000000001
7.391780821917808,429,39,1.0,2.0,2.0,Brooklyn,Entire home/apt,237.00000000000009
6.208219178082191,442,25,1.0,1.0,1.0,Manhattan,Private room,91.00000000000001
3.6575342465753424,76,44,1.0,1.0,1.0,Manhattan,Private room,60.00000000000001
9.632876712328768,48,35,1.0,1.0,0.0,Brooklyn,Private room,92.00000000000003
8.898630136986302,534,29,1.0,1.0,1.0,Queens,Private room,89.99999999999997
5.498630136986302,389,40,1.0,1.0,1.0,Queens,Private room,41.0
10.687671232876712,389,45,1.0,1.0,2.0,Brooklyn,Private room,151.0
13.89041095890411,0,30,1.0,1.0,1.0,Brooklyn,Entire home/apt,140.00000000000003
6.567123287671233,399,24,1.0,0.0,2.0,Queens,Private room,166.99999999999997
6.682191780821918,499,33,1.0,1.0,2.0,Staten Island,Entire home/apt,109.99999999999997
3.180821917808219,337,44,1.0,1.0,2.0,Manhattan,Entire home/apt,282.0
6.2,48,24,1.0,1.0,1.0,Bronx,Private room,100.00000000000003
12.468493150684932,494,67,1.0,1.0,2.0,Manhattan,Entire home/apt,270.00000000000006
3.8958904109589043,548,42,1.5,1.0,1.0,Brooklyn,Private room,40.00000000000001
2.591780821917808,443,45,1.0,2.0,2.0,Brooklyn,Entire home/apt,141.99999999999994
6.8273972602739725,454,8,1.0,1.0,1.0,Queens,Private room,61.00000000000001
10.73150684931507,149,11,1.0,1.0,1.0,Brooklyn,Entire home/apt,100.99999999999996
12.676712328767124,427,57,1.0,1.0,1.0,Brooklyn,Entire home/apt,174.99999999999994
8.378082191780821,326,32,1.0,1.0,1.0,Manhattan,Entire home/apt,381.0
5.778082191780822,155,22,1.0,1.0,1.0,Queens,Private room,78.99999999999997
6.021917808219178,499,41,1.0,1.0,1.0,Manhattan,Entire home/apt,198.99999999999994
6.23013698630137,229,20,1.0,1.0,1.0,Manhattan,Hotel room,229.00000000000006
1.2082191780821918,382,7,2.0,4.0,4.0,Manhattan,Entire home/apt,180.99999999999997
7.8191780821917805,174,31,1.0,1.0,1.0,Queens,Entire home/apt,94.99999999999999
10.235616438356164,233,11,1.0,1.0,1.0,Queens,Private room,71.99999999999999
12.843835616438357,476,27,1.0,1.0,1.0,Manhattan,Private room,109.99999999999997
5.5917808219178085,490,13,2.0,6.0,6.0,Manhattan,Entire home/apt,546.0
13.73150684931507,521,40,1.0,1.0,1.0,Manhattan,Entire home/apt,100.00000000000003
2.7095890410958905,70,29,1.0,3.0,3.0,Brooklyn,Entire home/apt,125.99999999999999
6.567123287671233,463,21,1.0,1.0,2.0,Manhattan,Private room,309.00000000000006
2.526027397260274,336,20,1.0,1.0,1.0,Manhattan,Entire home/apt,75.0
10.887671232876713,433,42,2.0,3.0,4.0,Manhattan,Entire home/apt,520.0
1.7123287671232876,77,8,1.0,2.0,2.0,Manhattan,Private room,200.0
0.9616438356164384,555,6,1.0,1.0,1.0,Manhattan,Entire home/apt,251.00000000000003
5.912328767123288,479,32,1.0,1.0,1.0,Queens,Private room,70.0
,297,52,1.0,2.0,2.0,Staten Island,Entire home/apt,99.00000000000004
8.378082191780821,325,33,1.0,2.0,2.0,Manhattan,Entire home/apt,484.00000000000006
14.008219178082191,498,33,1.0,1.0,1.0,Manhattan,Entire home/apt,145.0
3.665753424657534,351,7,2.0,1.0,1.0,Brooklyn,Private room,55.00000000000002
1.2082191780821918,382,8,2.0,1.0,0.0,Manhattan,Private room,78.0
10.465753424657533,299,25,1.0,2.0,3.0,Manhattan,Entire home/apt,117.00000000000004
4.33972602739726,458,57,1.0,2.0,8.0,Brooklyn,Private room,158.99999999999994
11.583561643835617,507,35,1.0,1.0,3.0,Brooklyn,Entire home/apt,121.99999999999994
15.145205479452056,243,25,2.0,2.0,2.0,Brooklyn,Entire home/apt,225.00000000000009
2.841095890410959,430,32,2.0,5.0,5.0,Brooklyn,Entire home/apt,347.00000000000006
12.923287671232877,417,41,2.0,3.0,4.0,Manhattan,Entire home/apt,842.0
0.8164383561643835,558,56,1.0,1.0,1.0,Manhattan,Entire home/apt,63.99999999999998
11.263013698630138,474,36,1.0,1.0,1.0,Brooklyn,Private room,150.0
14.131506849315068,320,43,1.0,2.0,1.0,Brooklyn,Entire home/apt,127.99999999999997
13.63013698630137,437,24,1.0,1.0,1.0,Manhattan,Private room,121.99999999999994
1.8520547945205479,548,34,1.0,2.0,2.0,Brooklyn,Entire home/apt,200.0
1.8082191780821917,470,47,1.5,1.0,1.0,Brooklyn,Private room,63.99999999999998
11.627397260273973,498,29,1.0,1.0,1.0,Queens,Private room,140.00000000000003
1.6931506849315068,220,15,0.0,1.0,1.0,Manhattan,Private room,86.0
5.413698630136986,382,23,1.0,1.0,1.0,Manhattan,Private room,182.00000000000006
5.887671232876713,498,44,1.0,4.0,5.0,Brooklyn,Entire home/apt,565.9999999999998
1.3068493150684932,540,20,1.0,1.0,1.0,Brooklyn,Private room,97.00000000000003
5.7315068493150685,58,18,1.5,1.0,1.0,Queens,Private room,50.0
10.816438356164383,169,22,1.0,1.0,3.0,Manhattan,Entire home/apt,89.99999999999997
9.419178082191781,499,50,1.0,3.0,5.0,Staten Island,Entire home/apt,150.0
8.334246575342465,342,28,2.0,3.0,5.0,Queens,Entire home/apt,200.0
5.454794520547945,511,18,1.0,1.0,1.0,Manhattan,Entire home/apt,114.99999999999999
13.287671232876713,485,65,2.5,2.0,2.0,Brooklyn,Private room,249.9999999999999
2.5123287671232877,497,52,1.0,1.0,1.0,Queens,Entire home/apt,84.00000000000001
8.378082191780821,229,32,1.0,2.0,2.0,Manhattan,Entire home/apt,442.0
9.567123287671233,167,24,1.0,1.0,1.0,Manhattan,Private room,100.00000000000003
8.90958904109589,487,44,2.0,1.0,2.0,Queens,Private room,60.00000000000001
13.6,500,46,1.0,1.0,0.0,Brooklyn,Entire home/apt,113.00000000000003
8.323287671232876,488,21,1.0,1.0,1.0,Queens,Private room,61.99999999999999
9.73150684931507,346,44,1.0,1.0,1.0,Brooklyn,Private room,75.0
3.8794520547945206,428,16,1.0,1.0,1.0,Brooklyn,Entire home/apt,102.0
0.7479452054794521,316,34,1.0,1.0,2.0,Brooklyn,Private room,97.00000000000003
11.123287671232877,451,24,1.0,1.0,1.0,Manhattan,Entire home/apt,100.00000000000003
1.904109589041096,510,8,1.0,0.0,1.0,Brooklyn,Entire home/apt,120.00000000000003
2.5205479452054793,490,12,1.0,1.0,1.0,Bronx,Private room,64.99999999999997
1.6493150684931508,478,11,1.0,1.0,1.0,Manhattan,Private room,86.0
14.964383561643835,509,58,1.0,1.0,1.0,Brooklyn,Private room,138.99999999999994
4.284931506849315,479,35,1.0,0.0,2.0,Manhattan,Entire home/apt,87.99999999999999
13.684931506849315,0,42,1.0,2.0,2.0,Brooklyn,Entire home/apt,89.0
3.9643835616438357,273,37,2.0,1.0,1.0,Brooklyn,Private room,60.00000000000001
1.295890410958904,390,40,2.0,1.0,1.0,Brooklyn,Private room,93.0
10.742465753424657,472,59,2.5,2.0,1.0,Brooklyn,Entire home/apt,290.0000000000001
0.673972602739726,485,61,1.0,1.0,1.0,Queens,Private room,121.99999999999994
4.082191780821918,456,52,2.0,3.0,4.0,Bronx,Entire home/apt,294.9999999999999
1.6931506849315068,140,14,0.0,1.0,1.0,Manhattan,Private room,89.99999999999997
7.4,488,37,1.0,1.0,2.0,Queens,Entire home/apt,158.99999999999994
11.276712328767124,480,32,1.0,1.0,2.0,Brooklyn,Private room,104.99999999999997
10.287671232876713,448,36,1.0,1.0,1.0,Brooklyn,Private room,55.00000000000002
5.052054794520548,433,24,1.0,1.0,1.0,Manhattan,Entire home/apt,160.00000000000003
8.758904109589041,489,29,1.0,1.0,1.0,Queens,Entire home/apt,117.00000000000004
8.378082191780821,294,33,1.0,0.0,1.0,Manhattan,Entire home/apt,369.99999999999994
3.9726027397260273,493,32,1.0,1.0,1.0,Manhattan,Private room,125.99999999999999
2.419178082191781,468,11,1.0,1.0,1.0,Manhattan,Entire home/apt,107.99999999999997
1.6931506849315068,121,16,0.0,1.0,1.0,Manhattan,Private room,72.99999999999997
7.391780821917808,386,32,1.0,0.0,1.0,Manhattan,Entire home/apt,180.99999999999997
4.912328767123288,186,34,1.0,1.0,2.0,Manhattan,Private room,202.99999999999994
7.868493150684931,440,18,1.0,3.0,4.0,Brooklyn,Entire home/apt,254.99999999999994
9.747945205479452,216,8,1.0,2.0,2.0,Manhattan,Entire home/apt,198.99999999999994
8.378082191780821,308,33,1.0,0.0,1.0,Manhattan,Entire home/apt,286.0000000000001
1.6383561643835616,494,46,2.0,1.0,1.0,Manhattan,Entire home/apt,419.9999999999999
8.594520547945205,282,50,1.0,1.0,1.0,Brooklyn,Entire home/apt,174.99999999999994
9.98904109589041,70,83,1.0,1.0,1.0,Manhattan,Entire home/apt,258.99999999999994
10.553424657534247,416,26,1.0,1.0,1.0,Manhattan,Entire home/apt,244.0000000000001
2.164383561643836,142,21,1.5,3.0,0.0,Brooklyn,Entire home/apt,100.00000000000003
2.8602739726027395,203,57,1.0,1.0,1.0,Brooklyn,Entire home/apt,166.00000000000006
5.536986301369863,405,43,1.0,1.0,1.0,Queens,Private room,89.99999999999997
1.9643835616438357,211,5,1.0,1.0,1.0,Bronx,Private room,46.999999999999986
11.742465753424657,430,7,2.0,1.0,1.0,Manhattan,Entire home/apt,796.0000000000001
0.9342465753424658,375,34,1.0,2.0,2.0,Brooklyn,Entire home/apt,166.99999999999997
10.520547945205479,204,23,1.0,0.0,1.0,Manhattan,Entire home/apt,71.0
2.210958904109589,296,6,1.0,1.0,1.0,Manhattan,Private room,46.999999999999986
1.536986301369863,371,27,1.0,1.0,1.0,Brooklyn,Private room,97.99999999999999
10.038356164383561,323,25,1.0,1.0,1.0,Manhattan,Private room,76.00000000000003
6.476712328767123,508,49,1.0,0.0,1.0,Brooklyn,Private room,190.0
13.528767123287672,459,23,1.0,1.0,1.0,Brooklyn,Private room,89.99999999999997
10.273972602739725,432,28,1.0,2.0,2.0,Brooklyn,Entire home/apt,195.00000000000009
11.23013698630137,158,9,1.0,1.0,1.0,Queens,Private room,96.0
8.378082191780821,328,31,1.0,0.0,1.0,Manhattan,Entire home/apt,278.9999999999999
1.3835616438356164,457,35,2.0,3.0,5.0,Queens,Entire home/apt,180.00000000000006
11.479452054794521,203,7,1.0,1.0,1.0,Brooklyn,Private room,40.00000000000001
12.821917808219178,248,39,1.0,1.0,1.0,Manhattan,Entire home/apt,193.0
3.956164383561644,176,5,1.0,2.0,2.0,Manhattan,Entire home/apt,228.00000000000006
6.906849315068493,284,19,1.0,2.0,2.0,Brooklyn,Entire home/apt,75.0
10.493150684931507,462,14,2.5,2.0,2.0,Brooklyn,Entire home/apt,450.0000000000001
1.463013698630137,61,7,1.0,1.0,1.0,Manhattan,Private room,76.00000000000003
13.726027397260275,193,34,1.0,1.0,1.0,Brooklyn,Entire home/apt,185.00000000000009
3.180821917808219,479,42,1.0,1.0,1.0,Manhattan,Entire home/apt,550.0000000000002
4.073972602739726,461,22,3.0,1.0,1.0,Manhattan,Private room,148.99999999999997
1.4082191780821918,59,47,1.0,1.0,2.0,Manhattan,Entire home/apt,229.00000000000006
0.9095890410958904,324,7,0.0,1.0,1.0,Brooklyn,Private room,61.99999999999999
14.712328767123287,463,57,1.0,2.0,2.0,Manhattan,Entire home/apt,294.0000000000001
4.4520547945205475,440,57,2.0,4.0,5.0,Staten Island,Entire home/apt,294.9999999999999
11.931506849315069,246,9,1.0,1.0,1.0,Brooklyn,Private room,40.00000000000001
10.756164383561643,324,8,1.0,1.0,1.0,Manhattan,Private room,47.99999999999999
2.3424657534246576,411,26,2.0,1.0,1.0,Brooklyn,Private room,45.99999999999999
3.180821917808219,463,33,1.0,1.0,1.0,Manhattan,Entire home/apt,500.99999999999983
5.734246575342466,293,39,2.0,1.0,1.0,Queens,Private room,75.0
10.95890410958904,218,46,1.0,1.0,1.0,Manhattan,Entire home/apt,299.9999999999999
3.9972602739726026,431,53,1.0,1.0,1.0,Manhattan,Entire home/apt,180.00000000000006
8.378082191780821,292,29,1.0,2.0,2.0,Brooklyn,Entire home/apt,370.9999999999999
8.378082191780821,312,33,2.0,2.0,2.0,Manhattan,Entire home/apt,535.0
10.824657534246576,272,50,3.0,4.0,4.0,Manhattan,Entire home/apt,525.0000000000001
8.945205479452055,513,37,2.5,4.0,5.0,Queens,Entire home/apt,200.0
0.9095890410958904,489,7,2.0,1.0,0.0,Brooklyn,Private room,36.99999999999999
11.92876712328767,529,35,1.0,1.0,1.0,Manhattan,Private room,114.00000000000001
11.668493150684931,233,7,1.5,2.0,1.0,Brooklyn,Private room,150.0
9.246575342465754,243,46,1.0,1.0,1.0,Brooklyn,Entire home/apt,228.00000000000006
4.257534246575342,276,24,0.0,1.0,1.0,Manhattan,Private room,100.00000000000003
7.043835616438356,436,21,1.0,1.0,0.0,Staten Island,Private room,50.0
10.553424657534247,490,29,1.0,1.0,1.0,Manhattan,Entire home/apt,287.00000000000006
1.4958904109589042,465,21,1.0,1.0,2.0,Queens,Private room,222.99999999999994
0.7424657534246575,281,6,1.0,1.0,1.0,Manhattan,Entire home/apt,187.0
1.7095890410958905,601,9,1.0,1.0,1.0,Queens,Entire home/apt,132.99999999999997
11.98082191780822,309,16,1.0,1.0,1.0,Manhattan,Entire home/apt,200.0
8.715068493150685,486,37,1.0,1.0,1.0,Brooklyn,Private room,206.99999999999997
9.473972602739726,366,53,1.0,1.0,2.0,Brooklyn,Entire home/apt,129.99999999999994
11.076712328767123,560,51,3.0,4.0,6.0,Manhattan,Entire home/apt,695.0000000000002
8.728767123287671,443,8,1.0,1.0,1.0,Manhattan,Private room,148.99999999999997
1.6931506849315068,93,17,0.0,3.0,1.0,Manhattan,Private room,84.00000000000001
7.306849315068493,215,14,1.0,1.0,1.0,Manhattan,Private room,155.99999999999994
9.87945205479452,472,16,1.0,1.0,1.0,Brooklyn,Private room,62.99999999999998
2.3232876712328765,262,6,1.0,1.0,0.0,Manhattan,Private room,80.00000000000003
7.32054794520548,135,6,0.5,1.0,1.0,Brooklyn,Private room,69.00000000000003
3.4821917808219176,60,23,1.0,1.0,1.0,Manhattan,Entire home/apt,274.9999999999999
9.63013698630137,257,7,1.0,1.0,1.0,Manhattan,Private room,175.99999999999994
13.063013698630137,377,34,1.0,1.0,1.0,Manhattan,Entire home/apt,258.99999999999994
7.715068493150685,220,26,1.0,2.0,1.0,Brooklyn,Entire home/apt,107.99999999999997
3.180821917808219,499,40,1.0,1.0,1.0,Manhattan,Entire home/apt,216.99999999999997
14.32054794520548,536,51,1.0,1.0,2.0,Brooklyn,Entire home/apt,138.99999999999994
3.8547945205479452,205,21,1.0,1.0,2.0,Manhattan,Entire home/apt,97.99999999999999
5.953424657534247,476,29,1.0,1.0,1.0,Manhattan,Private room,963.0
6.720547945205479,364,40,1.0,1.0,1.0,Manhattan,Entire home/apt,114.99999999999999
11.126027397260273,420,50,1.0,2.0,2.0,Brooklyn,Entire home/apt,219.99999999999991
12.69041095890411,480,53,1.0,2.0,3.0,Queens,Private room,200.0
2.1506849315068495,360,9,1.0,1.0,1.0,Brooklyn,Private room,100.00000000000003
6.156164383561644,223,12,1.0,1.0,1.0,Staten Island,Private room,75.0
13.112328767123287,498,41,2.0,3.0,4.0,Brooklyn,Entire home/apt,237.00000000000009
10.26849315068493,454,52,1.0,1.0,2.0,Brooklyn,Entire home/apt,154.00000000000003
2.7534246575342465,330,36,1.0,0.0,1.0,Brooklyn,Entire home/apt,114.00000000000001
10.26849315068493,495,13,1.0,1.0,1.0,Brooklyn,Private room,45.99999999999999
11.484931506849316,222,42,1.0,1.0,1.0,Manhattan,Entire home/apt,150.0
13.161643835616438,246,20,1.0,1.0,0.0,Brooklyn,Entire home/apt,125.0
14.202739726027398,507,46,1.0,2.0,2.0,Manhattan,Entire home/apt,187.0
5.794520547945205,43,17,2.0,3.0,4.0,Manhattan,Entire home/apt,437.0000000000001
9.841095890410958,492,25,1.0,1.0,1.0,Queens,Private room,56.00000000000001
1.9342465753424658,223,38,2.0,2.0,2.0,Manhattan,Entire home/apt,332.0
10.986301369863014,525,66,1.0,2.0,2.0,Manhattan,Entire home/apt,145.99999999999994
3.180821917808219,0,34,1.0,1.0,1.0,Manhattan,Entire home/apt,274.9999999999999
10.865753424657534,91,45,1.0,1.0,1.0,Brooklyn,Private room,99.00000000000004
11.317808219178081,255,31,1.0,1.0,2.0,Brooklyn,Entire home/apt,241.00000000000009
5.6657534246575345,411,20,2.0,1.0,0.0,Brooklyn,Private room,58.999999999999986
1.4821917808219178,470,46,1.0,1.0,3.0,Manhattan,Private room,162.0
10.824657534246576,283,50,2.0,3.0,3.0,Manhattan,Entire home/apt,409.99999999999983
7.364383561643836,499,43,1.0,1.0,2.0,Brooklyn,Private room,58.000000000000014
11.07945205479452,238,43,1.0,1.0,1.0,Brooklyn,Entire home/apt,125.0
4.093150684931507,906,32,1.0,0.0,1.0,Queens,Private room,42.99999999999999
5.890410958904109,541,31,1.0,1.0,1.0,Manhattan,Private room,87.99999999999999
2.978082191780822,330,13,1.0,3.0,3.0,Brooklyn,Entire home/apt,130.99999999999997
5.6657534246575345,310,40,2.0,1.0,1.0,Brooklyn,Private room,56.00000000000001
13.791780821917808,519,12,1.5,1.0,2.0,Manhattan,Private room,80.00000000000003
12.728767123287671,418,51,1.0,1.0,1.0,Brooklyn,Private room,172.00000000000006
12.728767123287671,480,13,1.0,6.0,1.0,Brooklyn,Private room,56.999999999999986
3.6054794520547944,210,7,1.0,1.0,1.0,Manhattan,Entire home/apt,132.99999999999997
8.150684931506849,59,11,1.0,1.0,1.0,Manhattan,Private room,229.00000000000006
6.36986301369863,159,35,1.0,1.0,1.0,Queens,Private room,73.99999999999997
3.1561643835616437,329,30,1.0,2.0,2.0,Manhattan,Entire home/apt,238.00000000000009
5.7315068493150685,517,6,2.0,1.0,1.0,Brooklyn,Private room,39.0
1.2082191780821918,382,8,2.0,1.0,0.0,Manhattan,Private room,62.99999999999998
13.698630136986301,439,32,1.0,1.0,2.0,Manhattan,Entire home/apt,125.0
11.43013698630137,509,78,3.5,4.0,4.0,Manhattan,Entire home/apt,980.0000000000003
11.452054794520548,498,54,2.5,1.0,1.0,Queens,Private room,55.00000000000002
13.931506849315069,503,52,1.0,1.0,2.0,Brooklyn,Entire home/apt,145.0
7.93972602739726,311,20,1.0,1.0,1.0,Queens,Private room,47.99999999999999
11.572602739726028,98,52,2.0,3.0,4.0,Manhattan,Entire home/apt,179.0
5.50958904109589,403,56,2.0,2.0,2.0,Brooklyn,Entire home/apt,385.00000000000006
8.156164383561643,519,65,1.0,1.0,3.0,Brooklyn,Entire home/apt,189.0
8.378082191780821,297,34,1.0,2.0,2.0,Manhattan,Entire home/apt,396.0000000000001
5.654794520547945,203,19,1.0,1.0,1.0,Queens,Private room,64.99999999999997
